,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,0.6212145652770995,0.8088564554906854,0.7906040514993463,0.8424242424242423,0.6888888888888888
95CI_LOW,0.28247971057891863,0.5027818618579611,0.6236638348253941,0.6848484848484846,0.37777777777777755
95CI_HIGH,0.9264801486015316,1.1945428362995696,1.095912908107158,1.2257289879931386,1.0444444444444443
