,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.1683604361399627,1.4561830826478352,0.20327879038284322,0.2602229755835909,0.1723432659910053
95CI_LOW,1.0991895003300447,1.3800255113270505,0.13438362413905752,0.19067378736185525,0.1246187172561298
95CI_HIGH,1.235054691701822,1.5347139429577934,0.2705162502450447,0.3319285714708837,0.21917324898356544
