,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.255984578450521,1.266235312039831,-0.9982973277094231,-1.0,-1.0
95CI_LOW,1.0296658045450853,1.0501672717237054,,,
95CI_HIGH,1.3882950922648112,1.4087965594434313,,,
