,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.43964492670695,1.5092734725835768,0.35434869001574104,0.5,0.33333333333333337
95CI_LOW,0.8748904050191242,1.0141474967723778,,,
95CI_HIGH,1.9842865537007648,2.1235436454540184,,,
