,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.311029517430639,1.6381875203526572,0.45687959236700015,0.455351599692279,0.3109636320480529
95CI_LOW,1.2351364838648873,1.5563337160266693,0.3984366679688509,0.3950393693273162,0.26821558539324647
95CI_HIGH,1.3856298575559265,1.7175315723103155,0.5182104339855733,0.5196848795632665,0.3574367523448833
