,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.8968824863433837,2.0495771681699746,0.35925131432064517,0.5,0.33333333333333337
95CI_LOW,0.9746787929534904,1.2800681566066725,,,
95CI_HIGH,2.8737947273254396,3.1791840909786213,,,
