,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.3443979515155275,1.6756109015256517,0.44040912990189907,0.44116509613302934,0.30031084986518175
95CI_LOW,1.2698291503640473,1.5984792490541229,0.3818434877693102,0.3794671630103027,0.2581552925048015
95CI_HIGH,1.4197736204556668,1.7559812832335264,0.5018682891000437,0.5048094322647965,0.34405668341224527
