,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.438311415616484,1.8525737101432904,-0.3226718611374124,-0.2581988897471611,-0.2357022603955159
95CI_LOW,0.12155728263821297,0.7562160881520352,,,
95CI_HIGH,2.3954384821056194,3.0607041505993955,,,
