,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.6505831291187245,1.8886210297291213,0.20782722649765709,0.1844589643881171,0.13125588890913348
95CI_LOW,1.468589397102141,1.724137613709479,0.03307303891910274,-0.01763158854125263,-0.013330513625032958
95CI_HIGH,1.8318561400440942,2.058431170677913,0.4121421568043834,0.3918989430114832,0.2821472790688768
