,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.1588154113560376,1.2618980042769403,0.4765502042332187,0.5622282373018743,0.3868716201388817
95CI_LOW,0.9604655184638975,1.079495064345618,0.27015266244717095,0.3692926842391788,0.19256881266246884
95CI_HIGH,1.3576006235332383,1.4577374768546072,0.7323581236667044,0.8821420731067252,0.6003076580683999
