,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.3122162773289285,1.6991212158919766,0.09662886310287205,-0.19999999999999998,0.0
95CI_LOW,0.2385900388998694,1.0075480444274367,,,
95CI_HIGH,2.385842515757988,3.1561553423914996,,,
