,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,2.791852290634245,2.9016169640164,-0.05513811276122133,-0.008516474051710224,-0.006093522017875871
95CI_LOW,2.5838542473772517,2.6950553089783633,-0.3487359534375066,-0.2990868692564134,-0.22269293524203929
95CI_HIGH,3.002525954973452,3.1107830797617675,0.20873991156627797,0.2835260715082175,0.20691654686180128
