,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.3094271566781501,1.5540770952011675,-0.09715465609913841,0.07878787878787878,0.022222222222222223
95CI_LOW,0.7688460161013433,1.030032873810815,-0.7356885246777972,-0.47205387205387195,-0.4292397660818714
95CI_HIGH,1.8054145692053147,2.111836398667534,0.41371341031784625,0.8047816399286981,0.5567054859737783
