,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.5599776015381124,1.8835947075262036,0.7313071356019158,0.8660254037844387,0.816496580927726
95CI_LOW,0.40627085394887663,1.0535050659250595,,,
95CI_HIGH,2.957391096716585,3.6046253086927673,,,
