,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.817009628485079,1.8280040783551903,0.061414395943255956,0.5,0.33333333333333337
95CI_LOW,1.6466651146123181,1.668654014352541,,,
95CI_HIGH,2.0980120175734713,2.120000917313694,,,
