,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,2.480785919423024,2.5459749728730303,0.44631547054478765,0.400468746895314,0.28447054635322244
95CI_LOW,2.3143734756007617,2.3699047501674686,0.22128627837974968,0.14185775195865336,0.08928266812649344
95CI_HIGH,2.645345522742604,2.7197900773215733,0.7129374565488218,0.7067627712574612,0.4966671366261783
