,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,0.8547654445300724,1.0169361081319186,0.18914753808190937,0.15829059829059827,0.08923076923076924
95CI_LOW,0.6429830790803119,0.8209064760983544,-0.1733609520906063,-0.22755791503667366,-0.2145097075448513
95CI_HIGH,1.0608611827495706,1.2394401294274582,0.6380375217404706,0.6188550590823314,0.40619057718819584
