,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,3.651607675955971,3.7382436771749696,0.8230858282272657,1.0,1.0
95CI_LOW,3.0482367473826155,3.2215087498206127,,,
95CI_HIGH,4.782327758441127,4.9555997608791245,,,
