,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,2.343075181052499,2.7983328882783156,0.08284298456763413,0.4928053803045812,0.41403933560541256
95CI_LOW,1.0141349126065315,1.5070733194448351,,,
95CI_HIGH,3.397120494395036,4.175560631269252,,,
