,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.2247107388691523,1.5154315173984323,0.8257203980141241,0.7504234895539245,0.5844155844155845
95CI_LOW,0.8532871393861576,1.2001925290201554,0.7059286988477097,0.5712215534551813,0.3652597402597404
95CI_HIGH,1.5878771368980638,1.8808090878878563,1.038773801222818,1.1115323870460925,0.8811599359544566
