,MAE,RMSE,PEARSONR,SPEARMANRHO,KENDALLTAU
value,1.6942729543683406,2.091800645319113,0.08605030312297512,0.15888033913445967,0.10741214661461712
95CI_LOW,1.5986912691872839,1.9884747781221268,0.007778329288624319,0.08068752739096904,0.052969198959400776
95CI_HIGH,1.791868570539609,2.1939034603344547,0.1623933162835391,0.2384259378867144,0.16146391832618567
